,Station,City,Code,TOD,County,Marker,buffer_polygon,lon,lat,GEOID_left,NAME_left,Total_2019,Non Hispanic_2019,Non Hispanic White_2019,Non Hispanic Black_2019,Non Hispanic American Indian and Alaska Native_2019,Non Hispanic Asian_2019,Non Hispanic Native Hawaiian and Other Pacific Islander_2019,Non Hispanic Some other race_2019,Non Hispanic Two or more races_2019,Hispanic_2019,Percent Total_2019,Percent Non Hispanic_2019,Percent Non Hispanic White_2019,Percent Non Hispanic Black_2019,Percent Non Hispanic American Indian and Alaska Native_2019,Percent Non Hispanic Asian_2019,Percent Non Hispanic Native Hawaiian and Other Pacific Islander_2019,Percent Non Hispanic Some other race_2019,Percent Non Hispanic Two or more races_2019,Percent Hispanic_2019,index_right,GEOID_right,Total_2013,Non Hispanic_2013,Non Hispanic White_2013,Non Hispanic Black_2013,Non Hispanic American Indian and Alaska Native_2013,Non Hispanic Asian_2013,Non Hispanic Native Hawaiian and Other Pacific Islander_2013,Non Hispanic Some other race_2013,Non Hispanic Two or more races_2013,Hispanic_2013,NAME_right,Percent Total_2013,Percent Non Hispanic_2013,Percent Non Hispanic White_2013,Percent Non Hispanic Black_2013,Percent Non Hispanic American Indian and Alaska Native_2013,Percent Non Hispanic Asian_2013,Percent Non Hispanic Native Hawaiian and Other Pacific Islander_2013,Percent Non Hispanic Some other race_2013,Percent Non Hispanic Two or more races_2013,Percent Hispanic_2013,Total_change,Non Hispanic_change,Non Hispanic White_change,Non Hispanic Black_change,Non Hispanic American Indian and Alaska Native_change,Non Hispanic Asian_change,Non Hispanic Native Hawaiian and Other Pacific Islander_change,Non Hispanic Some other race_change,Non Hispanic Two or more races_change,Hispanic_change,perc_2019_sq,iqv_2019_sq,perc_2013_sq,iqv_2013_sq,geometry
0,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014007001,"Block Group 1, Alameda, CA",1128.0,902.0,365.0,263.0,0.0,173.0,0.0,0.0,101.0,226.0,100.0,79.9645390070922,32.358156028368796,23.31560283687943,0.0,15.336879432624114,0.0,0.0,8.953900709219859,20.0354609929078,911,060014005002,934.0,897.0,505.0,186.0,0.0,121.0,0.0,9.0,76.0,37.0,"Block Group 2, Census Tract 4005, Alameda County, California",100.0,96.03854389721627,54.06852248394004,19.914346895074946,0.0,12.955032119914348,0.0,0.9635974304068522,8.137044967880087,3.961456102783726,20.770877944325484,0.5574136008918618,-27.722772277227726,41.39784946236559,,42.97520661157025,,-100.0,32.89473684210527,510.8108108108108,2307.4795030431064,0.8791451996522164,3570.6523483531955,0.7347825887596348,"POLYGON ((-122.2774782743909 37.84427847303112, -122.277548 37.844607, -122.277586 37.844782, -122.277599 37.844865, -122.277641 37.845115, -122.277655 37.845199, -122.277676 37.845376, -122.277742 37.845907, -122.277764 37.846084, -122.277981 37.846972, -122.278078 37.847326, -122.278018 37.847383, -122.277998 37.847402, -122.277885 37.847509, -122.277841 37.847515, -122.277823 37.847517, -122.277766 37.847525, -122.277703 37.847533, -122.277603 37.847546, -122.27746 37.847564, -122.277329 37.847582, -122.276746 37.847664, -122.276188 37.847734, -122.276173 37.847662, -122.276171 37.847652, -122.276082 37.847222, -122.275896 37.846329, -122.275843 37.846073, -122.275819 37.84596, -122.2758 37.845867, -122.275379 37.845924, -122.274912 37.845981, -122.274435 37.846042, -122.274095 37.846086, -122.27377 37.846128, -122.273323 37.846186, -122.273117 37.846214, -122.273027 37.846226, -122.272646 37.846278, -122.272566 37.846289, -122.2725318754381 37.8462936696769, -122.2738372999947 37.84496130099719, -122.2743461999947 37.84460340099717, -122.2750423999947 37.84422850099718, -122.2751922999947 37.84422880099718, -122.2774782743909 37.84427847303112))"
1,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014007001,"Block Group 1, Alameda, CA",1128.0,902.0,365.0,263.0,0.0,173.0,0.0,0.0,101.0,226.0,100.0,79.9645390070922,32.358156028368796,23.31560283687943,0.0,15.336879432624114,0.0,0.0,8.953900709219859,20.0354609929078,689,060014007002,1202.0,1173.0,498.0,543.0,0.0,57.0,0.0,0.0,75.0,29.0,"Block Group 2, Census Tract 4007, Alameda County, California",100.0,97.58735440931781,41.43094841930117,45.17470881863561,0.0,4.7420965058236275,0.0,0.0,6.239600665557404,2.4126455906821964,-6.156405990016639,-23.10315430520034,-26.706827309236946,-51.56537753222836,,203.50877192982458,,,34.66666666666667,679.3103448275862,2307.4795030431064,0.8791451996522164,3824.518758253715,0.7057692847710041,"POLYGON ((-122.2774782743909 37.84427847303112, -122.277548 37.844607, -122.277586 37.844782, -122.277599 37.844865, -122.277641 37.845115, -122.277655 37.845199, -122.277676 37.845376, -122.277742 37.845907, -122.277764 37.846084, -122.277981 37.846972, -122.278078 37.847326, -122.278018 37.847383, -122.277998 37.847402, -122.277885 37.847509, -122.277841 37.847515, -122.277823 37.847517, -122.277766 37.847525, -122.277703 37.847533, -122.277603 37.847546, -122.27746 37.847564, -122.277329 37.847582, -122.276746 37.847664, -122.276188 37.847734, -122.276173 37.847662, -122.276171 37.847652, -122.276082 37.847222, -122.275896 37.846329, -122.275843 37.846073, -122.275819 37.84596, -122.2758 37.845867, -122.275379 37.845924, -122.274912 37.845981, -122.274435 37.846042, -122.274095 37.846086, -122.27377 37.846128, -122.273323 37.846186, -122.273117 37.846214, -122.273027 37.846226, -122.272646 37.846278, -122.272566 37.846289, -122.2725318754381 37.8462936696769, -122.2738372999947 37.84496130099719, -122.2743461999947 37.84460340099717, -122.2750423999947 37.84422850099718, -122.2751922999947 37.84422880099718, -122.2774782743909 37.84427847303112))"
2,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014008003,"Block Group 3, Alameda, CA",1457.0,1321.0,914.0,162.0,0.0,163.0,0.0,0.0,82.0,136.0,100.0,90.66575154426904,62.731640356897735,11.118737131091283,0.0,11.187371310912834,0.0,0.0,5.628002745367193,9.334248455730954,689,060014007002,1202.0,1173.0,498.0,543.0,0.0,57.0,0.0,0.0,75.0,29.0,"Block Group 2, Census Tract 4007, Alameda County, California",100.0,97.58735440931781,41.43094841930117,45.17470881863561,0.0,4.7420965058236275,0.0,0.0,6.239600665557404,2.4126455906821964,21.214642262895175,12.617220801364024,83.53413654618474,-70.1657458563536,,185.96491228070175,,,9.333333333333334,368.9655172413793,4302.84490324088,0.6511034396296137,3824.518758253715,0.7057692847710041,"POLYGON ((-122.2788555999948 37.84430840099718, -122.280718283811 37.84436867950156, -122.28041 37.844409, -122.279313 37.844555, -122.278947 37.844604, -122.278674 37.844639, -122.277858 37.844746, -122.277586 37.844782, -122.277548 37.844607, -122.2774782743909 37.84427847303112, -122.2788555999948 37.84430840099718))"
3,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014007001,"Block Group 1, Alameda, CA",1128.0,902.0,365.0,263.0,0.0,173.0,0.0,0.0,101.0,226.0,100.0,79.9645390070922,32.358156028368796,23.31560283687943,0.0,15.336879432624114,0.0,0.0,8.953900709219859,20.0354609929078,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,-0.8787346221441126,-9.980039920159681,46.0,-60.03039513677811,,166.15384615384616,,,248.27586206896552,66.17647058823529,2307.4795030431064,0.8791451996522164,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.2774782743909 37.84427847303112, -122.277548 37.844607, -122.277586 37.844782, -122.277599 37.844865, -122.277641 37.845115, -122.277655 37.845199, -122.277676 37.845376, -122.277742 37.845907, -122.277764 37.846084, -122.277981 37.846972, -122.278078 37.847326, -122.278018 37.847383, -122.277998 37.847402, -122.277885 37.847509, -122.277841 37.847515, -122.277823 37.847517, -122.277766 37.847525, -122.277703 37.847533, -122.277603 37.847546, -122.27746 37.847564, -122.277329 37.847582, -122.276746 37.847664, -122.276188 37.847734, -122.276173 37.847662, -122.276171 37.847652, -122.276082 37.847222, -122.275896 37.846329, -122.275843 37.846073, -122.275819 37.84596, -122.2758 37.845867, -122.275379 37.845924, -122.274912 37.845981, -122.274435 37.846042, -122.274095 37.846086, -122.27377 37.846128, -122.273323 37.846186, -122.273117 37.846214, -122.273027 37.846226, -122.272646 37.846278, -122.272566 37.846289, -122.2725318754381 37.8462936696769, -122.2738372999947 37.84496130099719, -122.2743461999947 37.84460340099717, -122.2750423999947 37.84422850099718, -122.2751922999947 37.84422880099718, -122.2774782743909 37.84427847303112))"
4,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014008001,"Block Group 1, Alameda, CA",1481.0,1379.0,492.0,349.0,8.0,376.0,0.0,0.0,154.0,102.0,100.0,93.11276164753545,33.220796758946655,23.565158676569887,0.5401755570560433,25.38825118163403,0.0,0.0,10.398379473328832,6.88723835246455,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,30.14059753954306,37.624750499002,96.8,-46.96048632218845,,478.46153846153845,,,431.03448275862075,-25.0,2459.353476240345,0.8617881741439606,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.281438355373 37.84703583318486, -122.281372 37.847044, -122.281354 37.847046, -122.281275 37.847057, -122.281148 37.847074, -122.280708 37.847133, -122.280298 37.847188, -122.280024 37.847224, -122.279888 37.847242, -122.279883 37.84722, -122.279747 37.847239, -122.279751 37.84726, -122.279576 37.847282, -122.279521 37.84729, -122.279371 37.84731, -122.278944 37.847367, -122.27889 37.847375, -122.278542 37.847421, -122.278136 37.847475, -122.277885 37.847509, -122.277998 37.847402, -122.278018 37.847383, -122.278078 37.847326, -122.277981 37.846972, -122.2794 37.846779, -122.279752 37.846731, -122.28081 37.846589, -122.281163 37.846542, -122.2814574468641 37.84650306487747, -122.281438355373 37.84703583318486))"
5,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014008002,"Block Group 2, Alameda, CA",1131.0,937.0,366.0,436.0,0.0,79.0,0.0,0.0,56.0,194.0,100.0,82.84703801945182,32.360742705570296,38.5499557913351,0.0,6.984969053934571,0.0,0.0,4.951370468611848,17.152961980548188,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,-0.6151142355008787,-6.487025948103792,46.4,-33.73860182370821,,21.53846153846154,,,93.10344827586206,42.64705882352941,2900.846726878008,0.8113318026425134,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.2807652999948 37.84437020099717, -122.2813212999948 37.8454377009972, -122.2814576999948 37.84649600099722, -122.2814574468641 37.84650306487747, -122.281163 37.846542, -122.28081 37.846589, -122.279752 37.846731, -122.2794 37.846779, -122.277981 37.846972, -122.277764 37.846084, -122.277742 37.845907, -122.277676 37.845376, -122.277655 37.845199, -122.277641 37.845115, -122.277599 37.844865, -122.277586 37.844782, -122.277858 37.844746, -122.278674 37.844639, -122.278947 37.844604, -122.279313 37.844555, -122.28041 37.844409, -122.280718283811 37.84436867950156, -122.2807652999948 37.84437020099717))"
6,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014008003,"Block Group 3, Alameda, CA",1457.0,1321.0,914.0,162.0,0.0,163.0,0.0,0.0,82.0,136.0,100.0,90.66575154426904,62.731640356897735,11.118737131091283,0.0,11.187371310912834,0.0,0.0,5.628002745367193,9.334248455730954,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,28.031634446397184,31.83632734530938,265.6,-75.37993920972644,,150.76923076923077,,,182.75862068965517,0.0,4302.84490324088,0.6511034396296137,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.2788555999948 37.84430840099718, -122.280718283811 37.84436867950156, -122.28041 37.844409, -122.279313 37.844555, -122.278947 37.844604, -122.278674 37.844639, -122.277858 37.844746, -122.277586 37.844782, -122.277548 37.844607, -122.2774782743909 37.84427847303112, -122.2788555999948 37.84430840099718))"
7,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014240014,"Block Group 4, Alameda, CA",1010.0,888.0,398.0,262.0,11.0,160.0,0.0,20.0,37.0,122.0,100.0,87.92079207920793,39.40594059405941,25.940594059405942,1.089108910891089,15.841584158415841,0.0,1.9801980198019802,3.663366336633663,12.07920792079208,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,-11.247803163444638,-11.377245508982035,59.2,-60.182370820668694,,146.15384615384613,,,27.586206896551722,-10.294117647058822,2641.133222233115,0.8410133460305012,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.2721352999947 37.84772900099723, -122.2723335999947 37.84666490099721, -122.2724031999947 37.8464250009972, -122.2725318754381 37.8462936696769, -122.272566 37.846289, -122.272646 37.846278, -122.273027 37.846226, -122.273117 37.846214, -122.273323 37.846186, -122.27377 37.846128, -122.274095 37.846086, -122.274435 37.846042, -122.274912 37.845981, -122.275379 37.845924, -122.2758 37.845867, -122.275819 37.84596, -122.275843 37.846073, -122.275896 37.846329, -122.276082 37.847222, -122.276171 37.847652, -122.276173 37.847662, -122.276188 37.847734, -122.276746 37.847664, -122.277329 37.847582, -122.27746 37.847564, -122.277603 37.847546, -122.277703 37.847533, -122.277766 37.847525, -122.277787 37.847601, -122.277853 37.847869, -122.277868 37.847928, -122.277899 37.84806, -122.278034 37.848634, -122.278079 37.848826, -122.278023 37.848833, -122.277916 37.848848, -122.277855 37.848855, -122.2778 37.848863, -122.277447 37.848907, -122.276388 37.849041, -122.276036 37.849086, -122.275587 37.849144, -122.2752734278282 37.8491850630225, -122.2721352999947 37.84772900099723))"
8,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014240022,"Block Group 2, Alameda, CA",1085.0,786.0,312.0,287.0,0.0,90.0,0.0,5.0,92.0,299.0,100.0,72.44239631336406,28.755760368663598,26.451612903225808,0.0,8.294930875576037,0.0,0.4608294930875576,8.479262672811059,27.557603686635947,688,060014007001,1138.0,1002.0,250.0,658.0,0.0,65.0,0.0,0.0,29.0,136.0,"Block Group 1, Census Tract 4007, Alameda County, California",100.0,88.04920913884007,21.968365553602812,57.82073813708261,0.0,5.711775043936731,0.0,0.0,2.5483304042179262,11.950790861159929,-4.657293497363796,-21.55688622754491,24.8,-56.38297872340425,,38.46153846153847,,,217.24137931034483,119.85294117647058,2426.919238038608,0.8654949442241591,4007.7866080225854,0.6848243876545618,"POLYGON ((-122.2814246999948 37.84741690099721, -122.2812997999948 37.84976320099727, -122.2810276815618 37.85057532098987, -122.280837 37.850594, -122.280394 37.850697, -122.280146 37.850756, -122.2797650338261 37.85084199051474, -122.2785178938781 37.8506772573227, -122.278505 37.850624, -122.278494 37.850579, -122.278464 37.850445, -122.278455 37.850401, -122.278421 37.850257, -122.278319 37.849826, -122.278306 37.849769, -122.278284 37.849683, -122.278243 37.849511, -122.278121 37.848997, -122.278098 37.848898, -122.278079 37.848826, -122.278034 37.848634, -122.277899 37.84806, -122.277868 37.847928, -122.277853 37.847869, -122.277787 37.847601, -122.277766 37.847525, -122.277823 37.847517, -122.277841 37.847515, -122.277885 37.847509, -122.278136 37.847475, -122.278542 37.847421, -122.27889 37.847375, -122.278944 37.847367, -122.279371 37.84731, -122.279521 37.84729, -122.279576 37.847282, -122.279751 37.84726, -122.279747 37.847239, -122.279883 37.84722, -122.279888 37.847242, -122.280024 37.847224, -122.280298 37.847188, -122.280708 37.847133, -122.281148 37.847074, -122.281275 37.847057, -122.281354 37.847046, -122.281372 37.847044, -122.281438355373 37.84703583318486, -122.2814246999948 37.84741690099721))"
9,ASHBY,Berkeley,BKY,Yes,ALA,D,"POLYGON ((563770.9742351742 4188779.586837385, 563448.5925439766 4188785.923224708, 563280.516007694 4188791.484194979, 563230.6852246224 4188909.548109388, 563217.780823112 4189026.875566273, 563219.8979524643 4189129.073019019, 563228.8830329688 4189389.482847299, 563264.0108807457 4189525.920977762, 563476.3510228164 4189492.230059072, 564036.9157353082 4189170.030959152, 564020.3892703824 4189051.831573394, 564014.4731491992 4189025.166613868, 563889.5612187767 4188861.784905384, 563845.094932396 4188821.727354296, 563784.1633662152 4188779.65592902, 563770.9742351742 4188779.586837385))",-122.27011896125597,37.85320737912847,060014007001,"Block Group 1, Alameda, CA",1128.0,902.0,365.0,263.0,0.0,173.0,0.0,0.0,101.0,226.0,100.0,79.9645390070922,32.358156028368796,23.31560283687943,0.0,15.336879432624114,0.0,0.0,8.953900709219859,20.0354609929078,778,060014239012,1026.0,887.0,550.0,283.0,8.0,20.0,0.0,0.0,26.0,139.0,"Block Group 2, Census Tract 4239.01, Alameda County, California",100.0,86.45224171539961,53.606237816764136,27.582846003898638,0.7797270955165692,1.949317738791423,0.0,0.0,2.53411306042885,13.54775828460039,9.941520467836257,1.6910935738444193,-33.63636363636363,-7.06713780918728,-100.0,765.0,,,288.46153846153845,62.589928057553955,2307.4795030431064,0.8791451996522164,3828.813424073505,0.7052784658201708,"POLYGON ((-122.2774782743909 37.84427847303112, -122.277548 37.844607, -122.277586 37.844782, -122.277599 37.844865, -122.277641 37.845115, -122.277655 37.845199, -122.277676 37.845376, -122.277742 37.845907, -122.277764 37.846084, -122.277981 37.846972, -122.278078 37.847326, -122.278018 37.847383, -122.277998 37.847402, -122.277885 37.847509, -122.277841 37.847515, -122.277823 37.847517, -122.277766 37.847525, -122.277703 37.847533, -122.277603 37.847546, -122.27746 37.847564, -122.277329 37.847582, -122.276746 37.847664, -122.276188 37.847734, -122.276173 37.847662, -122.276171 37.847652, -122.276082 37.847222, -122.275896 37.846329, -122.275843 37.846073, -122.275819 37.84596, -122.2758 37.845867, -122.275379 37.845924, -122.274912 37.845981, -122.274435 37.846042, -122.274095 37.846086, -122.27377 37.846128, -122.273323 37.846186, -122.273117 37.846214, -122.273027 37.846226, -122.272646 37.846278, -122.272566 37.846289, -122.2725318754381 37.8462936696769, -122.2738372999947 37.84496130099719, -122.2743461999947 37.84460340099717, -122.2750423999947 37.84422850099718, -122.2751922999947 37.84422880099718, -122.2774782743909 37.84427847303112))"
